Module,Module Number,Relationship,First Object Name,First Image Number,First Object Number,Second Object Name,Second Image Number,Second Object Number
MeasureObjectNeighbors,48,Neighbors,Cells,382,1263,Cells,382,1282
MeasureObjectNeighbors,48,Neighbors,Cells,382,1263,Cells,382,1289
MeasureObjectNeighbors,48,Neighbors,Cells,382,1263,Cells,382,1314
MeasureObjectNeighbors,48,Neighbors,Cells,382,1263,Cells,382,1320
MeasureObjectNeighbors,48,Neighbors,Cells,382,1353,Cells,382,1337
MeasureObjectNeighbors,48,Neighbors,Cells,382,1353,Cells,382,1341
MeasureObjectNeighbors,48,Neighbors,Cells,382,1353,Cells,382,1367
MeasureObjectNeighbors,48,Neighbors,Cells,382,1353,Cells,382,1385
MeasureObjectNeighbors,48,Neighbors,Cells,370,1847,Cells,370,1811
MeasureObjectNeighbors,48,Neighbors,Cells,370,1847,Cells,370,1829
MeasureObjectNeighbors,48,Neighbors,Cells,370,1847,Cells,370,1857
MeasureObjectNeighbors,48,Neighbors,Cells,370,1847,Cells,370,1878
MeasureObjectNeighbors,48,Neighbors,Cells,370,1847,Cells,370,1891
MeasureObjectNeighbors,48,Neighbors,Cells,417,2662,Cells,417,2586
MeasureObjectNeighbors,48,Neighbors,Cells,417,2662,Cells,417,2633
MeasureObjectNeighbors,48,Neighbors,Cells,417,2662,Cells,417,2668
MeasureObjectNeighbors,48,Neighbors,Cells,417,2662,Cells,417,2693
MeasureObjectNeighbors,48,Neighbors,Cells,417,2662,Cells,417,2738
MeasureObjectNeighbors,48,Neighbors,Cells,419,1093,Cells,419,1068
MeasureObjectNeighbors,48,Neighbors,Cells,419,1093,Cells,419,1069
MeasureObjectNeighbors,48,Neighbors,Cells,419,1093,Cells,419,1104
MeasureObjectNeighbors,48,Neighbors,Cells,419,1093,Cells,419,1116
MeasureObjectNeighbors,48,Neighbors,Cells,392,538,Cells,392,503
MeasureObjectNeighbors,48,Neighbors,Cells,392,538,Cells,392,519
MeasureObjectNeighbors,48,Neighbors,Cells,392,538,Cells,392,522
MeasureObjectNeighbors,48,Neighbors,Cells,392,538,Cells,392,550
MeasureObjectNeighbors,48,Neighbors,Cells,392,538,Cells,392,571
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1785
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1796
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1852
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1869
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1913
MeasureObjectNeighbors,48,Neighbors,Cells,403,1858,Cells,403,1916
MeasureObjectNeighbors,48,Neighbors,Cells,406,5366,Cells,406,5289
MeasureObjectNeighbors,48,Neighbors,Cells,406,5366,Cells,406,5352
MeasureObjectNeighbors,48,Neighbors,Cells,406,5366,Cells,406,5383
MeasureObjectNeighbors,48,Neighbors,Cells,406,5366,Cells,406,5421
MeasureObjectNeighbors,48,Neighbors,Cells,406,5366,Cells,406,5431
MeasureObjectNeighbors,48,Neighbors,Cells,458,582,Cells,458,553
MeasureObjectNeighbors,48,Neighbors,Cells,458,582,Cells,458,567
MeasureObjectNeighbors,48,Neighbors,Cells,458,582,Cells,458,615
MeasureObjectNeighbors,48,Neighbors,Cells,458,582,Cells,458,616
MeasureObjectNeighbors,48,Neighbors,Cells,458,582,Cells,458,637
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1531
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1538
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1541
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1559
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1597
MeasureObjectNeighbors,48,Neighbors,Cells,444,1571,Cells,444,1609
MeasureObjectNeighbors,48,Neighbors,Cells,462,1337,Cells,462,1306
MeasureObjectNeighbors,48,Neighbors,Cells,462,1337,Cells,462,1311
MeasureObjectNeighbors,48,Neighbors,Cells,462,1337,Cells,462,1355
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1594
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1634
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1642
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1676
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1677
MeasureObjectNeighbors,48,Neighbors,Cells,462,1650,Cells,462,1692
MeasureObjectNeighbors,48,Neighbors,Cells,462,1689,Cells,462,1658
MeasureObjectNeighbors,48,Neighbors,Cells,462,1689,Cells,462,1675
MeasureObjectNeighbors,48,Neighbors,Cells,462,1689,Cells,462,1724
MeasureObjectNeighbors,48,Neighbors,Cells,488,871,Cells,488,837
MeasureObjectNeighbors,48,Neighbors,Cells,488,871,Cells,488,844
MeasureObjectNeighbors,48,Neighbors,Cells,488,871,Cells,488,863
MeasureObjectNeighbors,48,Neighbors,Cells,488,871,Cells,488,902
MeasureObjectNeighbors,48,Neighbors,Cells,468,454,Cells,468,404
MeasureObjectNeighbors,48,Neighbors,Cells,468,454,Cells,468,429
MeasureObjectNeighbors,48,Neighbors,Cells,468,454,Cells,468,489
MeasureObjectNeighbors,48,Neighbors,Cells,468,454,Cells,468,494
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1023
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1033
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1094
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1118
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1149
MeasureObjectNeighbors,48,Neighbors,Cells,468,1104,Cells,468,1168
MeasureObjectNeighbors,48,Neighbors,Cells,468,2051,Cells,468,2008
MeasureObjectNeighbors,48,Neighbors,Cells,468,2051,Cells,468,2062
MeasureObjectNeighbors,48,Neighbors,Cells,468,2051,Cells,468,2087
MeasureObjectNeighbors,48,Neighbors,Cells,496,1952,Cells,496,1898
MeasureObjectNeighbors,48,Neighbors,Cells,496,1952,Cells,496,1899
MeasureObjectNeighbors,48,Neighbors,Cells,496,1952,Cells,496,1960
MeasureObjectNeighbors,48,Neighbors,Cells,496,1952,Cells,496,2024
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4154
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4196
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4215
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4287
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4293
MeasureObjectNeighbors,48,Neighbors,Cells,496,4229,Cells,496,4309
MeasureObjectNeighbors,48,Neighbors,Cells,496,4319,Cells,496,4242
MeasureObjectNeighbors,48,Neighbors,Cells,496,4319,Cells,496,4311
MeasureObjectNeighbors,48,Neighbors,Cells,496,4319,Cells,496,4312
MeasureObjectNeighbors,48,Neighbors,Cells,496,4319,Cells,496,4373
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,990
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1016
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1031
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1056
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1072
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1082
MeasureObjectNeighbors,48,Neighbors,Cells,534,1032,Cells,534,1115
MeasureObjectNeighbors,48,Neighbors,Cells,534,1312,Cells,534,1284
MeasureObjectNeighbors,48,Neighbors,Cells,534,1312,Cells,534,1287
MeasureObjectNeighbors,48,Neighbors,Cells,534,1312,Cells,534,1327
MeasureObjectNeighbors,48,Neighbors,Cells,534,1312,Cells,534,1339
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,53
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,55
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,106
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,126
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,156
MeasureObjectNeighbors,48,Neighbors,Cells,533,100,Cells,533,172
MeasureObjectNeighbors,48,Neighbors,Cells,533,1331,Cells,533,1283
MeasureObjectNeighbors,48,Neighbors,Cells,533,1331,Cells,533,1284
MeasureObjectNeighbors,48,Neighbors,Cells,533,1331,Cells,533,1303
MeasureObjectNeighbors,48,Neighbors,Cells,533,1331,Cells,533,1350
MeasureObjectNeighbors,48,Neighbors,Cells,533,1331,Cells,533,1360
MeasureObjectNeighbors,48,Neighbors,Cells,577,115,Cells,577,99
MeasureObjectNeighbors,48,Neighbors,Cells,577,115,Cells,577,114
MeasureObjectNeighbors,48,Neighbors,Cells,560,31,Cells,560,8
MeasureObjectNeighbors,48,Neighbors,Cells,560,31,Cells,560,14
MeasureObjectNeighbors,48,Neighbors,Cells,560,31,Cells,560,21
MeasureObjectNeighbors,48,Neighbors,Cells,560,31,Cells,560,66
MeasureObjectNeighbors,48,Neighbors,Cells,560,31,Cells,560,81
MeasureObjectNeighbors,48,Neighbors,Cells,575,788,Cells,575,741
MeasureObjectNeighbors,48,Neighbors,Cells,575,788,Cells,575,745
MeasureObjectNeighbors,48,Neighbors,Cells,575,788,Cells,575,784
MeasureObjectNeighbors,48,Neighbors,Cells,575,788,Cells,575,792
MeasureObjectNeighbors,48,Neighbors,Cells,575,788,Cells,575,862
MeasureObjectNeighbors,48,Neighbors,Cells,575,1422,Cells,575,1383
MeasureObjectNeighbors,48,Neighbors,Cells,575,1422,Cells,575,1404
MeasureObjectNeighbors,48,Neighbors,Cells,575,1422,Cells,575,1419
MeasureObjectNeighbors,48,Neighbors,Cells,575,1422,Cells,575,1466
MeasureObjectNeighbors,48,Neighbors,Cells,575,1422,Cells,575,1483
MeasureObjectNeighbors,48,Neighbors,Cells,574,3209,Cells,574,3120
MeasureObjectNeighbors,48,Neighbors,Cells,574,3209,Cells,574,3161
MeasureObjectNeighbors,48,Neighbors,Cells,574,3209,Cells,574,3206
MeasureObjectNeighbors,48,Neighbors,Cells,574,3209,Cells,574,3272
MeasureObjectNeighbors,48,Neighbors,Cells,590,51,Cells,590,15
MeasureObjectNeighbors,48,Neighbors,Cells,590,51,Cells,590,38
MeasureObjectNeighbors,48,Neighbors,Cells,590,51,Cells,590,52
MeasureObjectNeighbors,48,Neighbors,Cells,590,51,Cells,590,80
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,910
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,944
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,975
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,983
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,1036
MeasureObjectNeighbors,48,Neighbors,Cells,622,1014,Cells,622,1037
MeasureObjectNeighbors,48,Neighbors,Cells,622,1373,Cells,622,1316
MeasureObjectNeighbors,48,Neighbors,Cells,622,1373,Cells,622,1348
MeasureObjectNeighbors,48,Neighbors,Cells,622,1373,Cells,622,1370
MeasureObjectNeighbors,48,Neighbors,Cells,622,1373,Cells,622,1376
MeasureObjectNeighbors,48,Neighbors,Cells,622,1373,Cells,622,1418
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,402
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,423
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,453
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,474
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,479
MeasureObjectNeighbors,48,Neighbors,Cells,607,457,Cells,607,497
MeasureObjectNeighbors,48,Neighbors,Cells,607,1448,Cells,607,1438
MeasureObjectNeighbors,48,Neighbors,Cells,607,1448,Cells,607,1476
MeasureObjectNeighbors,48,Neighbors,Cells,607,1740,Cells,607,1700
MeasureObjectNeighbors,48,Neighbors,Cells,607,1740,Cells,607,1703
MeasureObjectNeighbors,48,Neighbors,Cells,607,1740,Cells,607,1719
MeasureObjectNeighbors,48,Neighbors,Cells,607,1740,Cells,607,1737
MeasureObjectNeighbors,48,Neighbors,Cells,607,1740,Cells,607,1774
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,827
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,835
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,881
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,905
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,932
MeasureObjectNeighbors,48,Neighbors,Cells,640,884,Cells,640,944
MeasureObjectNeighbors,48,Neighbors,Cells,644,413,Cells,644,355
MeasureObjectNeighbors,48,Neighbors,Cells,644,413,Cells,644,367
MeasureObjectNeighbors,48,Neighbors,Cells,644,413,Cells,644,400
MeasureObjectNeighbors,48,Neighbors,Cells,644,413,Cells,644,433
MeasureObjectNeighbors,48,Neighbors,Cells,644,413,Cells,644,475
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1001
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1012
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1031
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1048
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1065
MeasureObjectNeighbors,48,Neighbors,Cells,644,1030,Cells,644,1081
MeasureObjectNeighbors,48,Neighbors,Cells,644,2704,Cells,644,2666
MeasureObjectNeighbors,48,Neighbors,Cells,644,2704,Cells,644,2677
MeasureObjectNeighbors,48,Neighbors,Cells,644,2704,Cells,644,2743
MeasureObjectNeighbors,48,Neighbors,Cells,671,570,Cells,671,528
MeasureObjectNeighbors,48,Neighbors,Cells,671,570,Cells,671,537
MeasureObjectNeighbors,48,Neighbors,Cells,671,570,Cells,671,556
MeasureObjectNeighbors,48,Neighbors,Cells,671,570,Cells,671,575
MeasureObjectNeighbors,48,Neighbors,Cells,671,570,Cells,671,597
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,153
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,154
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,198
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,224
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,227
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,259
MeasureObjectNeighbors,48,Neighbors,Cells,707,218,Cells,707,278
MeasureObjectNeighbors,48,Neighbors,Cells,736,1370,Cells,736,1413
MeasureObjectNeighbors,48,Neighbors,Cells,736,1370,Cells,736,1417
MeasureObjectNeighbors,48,Neighbors,Cells,736,1370,Cells,736,1448
MeasureObjectNeighbors,48,Neighbors,Cells,709,2305,Cells,709,2273
MeasureObjectNeighbors,48,Neighbors,Cells,709,2305,Cells,709,2293
MeasureObjectNeighbors,48,Neighbors,Cells,709,2305,Cells,709,2319
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,596
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,622
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,671
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,676
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,727
MeasureObjectNeighbors,48,Neighbors,Cells,714,675,Cells,714,728
MeasureObjectNeighbors,48,Neighbors,Cells,739,99,Cells,739,78
MeasureObjectNeighbors,48,Neighbors,Cells,739,99,Cells,739,84
MeasureObjectNeighbors,48,Neighbors,Cells,739,99,Cells,739,102
MeasureObjectNeighbors,48,Neighbors,Cells,739,99,Cells,739,156
MeasureObjectNeighbors,48,Neighbors,Cells,739,2473,Cells,739,2443
MeasureObjectNeighbors,48,Neighbors,Cells,739,2473,Cells,739,2444
MeasureObjectNeighbors,48,Neighbors,Cells,739,2473,Cells,739,2488
MeasureObjectNeighbors,48,Neighbors,Cells,739,2473,Cells,739,2513
MeasureObjectNeighbors,48,Neighbors,Cells,739,2473,Cells,739,2525
MeasureObjectNeighbors,48,Neighbors,Cells,739,2480,Cells,739,2435
MeasureObjectNeighbors,48,Neighbors,Cells,739,2480,Cells,739,2445
MeasureObjectNeighbors,48,Neighbors,Cells,739,2480,Cells,739,2484
MeasureObjectNeighbors,48,Neighbors,Cells,739,2480,Cells,739,2507
MeasureObjectNeighbors,48,Neighbors,Cells,739,2480,Cells,739,2519
MeasureObjectNeighbors,48,Neighbors,Cells,739,2582,Cells,739,2531
MeasureObjectNeighbors,48,Neighbors,Cells,739,2582,Cells,739,2568
MeasureObjectNeighbors,48,Neighbors,Cells,739,2582,Cells,739,2635
MeasureObjectNeighbors,48,Neighbors,Cells,739,2582,Cells,739,2636
MeasureObjectNeighbors,48,Neighbors,Cells,754,26,Cells,754,19
MeasureObjectNeighbors,48,Neighbors,Cells,754,26,Cells,754,38
MeasureObjectNeighbors,48,Neighbors,Cells,754,26,Cells,754,50
MeasureObjectNeighbors,48,Neighbors,Cells,754,375,Cells,754,345
MeasureObjectNeighbors,48,Neighbors,Cells,754,375,Cells,754,365
MeasureObjectNeighbors,48,Neighbors,Cells,754,375,Cells,754,402
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,377
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,380
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,396
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,415
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,432
MeasureObjectNeighbors,48,Neighbors,Cells,754,412,Cells,754,443
MeasureObjectNeighbors,48,Neighbors,Cells,783,2156,Cells,783,2131
MeasureObjectNeighbors,48,Neighbors,Cells,783,2156,Cells,783,2157
MeasureObjectNeighbors,48,Neighbors,Cells,783,2156,Cells,783,2166
MeasureObjectNeighbors,48,Neighbors,Cells,783,2156,Cells,783,2200
MeasureObjectNeighbors,48,Neighbors,Cells,783,2406,Cells,783,2345
MeasureObjectNeighbors,48,Neighbors,Cells,783,2406,Cells,783,2373
MeasureObjectNeighbors,48,Neighbors,Cells,783,2406,Cells,783,2447
MeasureObjectNeighbors,48,Neighbors,Cells,783,2406,Cells,783,2453
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1442
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1447
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1481
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1495
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1500
MeasureObjectNeighbors,48,Neighbors,Cells,806,1473,Cells,806,1507
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1243
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1296
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1307
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1311
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1358
MeasureObjectNeighbors,48,Neighbors,Cells,808,1330,Cells,808,1364
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2335
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2357
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2396
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2398
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2432
MeasureObjectNeighbors,48,Neighbors,Cells,808,2395,Cells,808,2466
MeasureObjectNeighbors,48,Neighbors,Cells,804,1906,Cells,804,1850
MeasureObjectNeighbors,48,Neighbors,Cells,804,1906,Cells,804,1935
MeasureObjectNeighbors,48,Neighbors,Cells,804,1906,Cells,804,1946
MeasureObjectNeighbors,48,Neighbors,Cells,804,3440,Cells,804,3398
MeasureObjectNeighbors,48,Neighbors,Cells,804,3440,Cells,804,3462
MeasureObjectNeighbors,48,Neighbors,Cells,804,3440,Cells,804,3548
MeasureObjectNeighbors,48,Neighbors,Cells,804,3440,Cells,804,3554
MeasureObjectNeighbors,48,Neighbors,Cells,838,151,Cells,838,121
MeasureObjectNeighbors,48,Neighbors,Cells,838,151,Cells,838,148
MeasureObjectNeighbors,48,Neighbors,Cells,838,151,Cells,838,152
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,907
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,926
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,968
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,981
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,985
MeasureObjectNeighbors,48,Neighbors,Cells,838,956,Cells,838,1019
MeasureObjectNeighbors,48,Neighbors,Cells,838,1407,Cells,838,1374
MeasureObjectNeighbors,48,Neighbors,Cells,838,1407,Cells,838,1380
MeasureObjectNeighbors,48,Neighbors,Cells,838,1407,Cells,838,1431
MeasureObjectNeighbors,48,Neighbors,Cells,838,1407,Cells,838,1433
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1717
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1721
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1745
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1766
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1791
MeasureObjectNeighbors,48,Neighbors,Cells,838,1760,Cells,838,1792
RelateObjects,26,Child,Cells,95,201,Islets,95,2
RelateObjects,26,Child,Cells,141,500,Islets,141,1
RelateObjects,26,Child,Cells,326,642,Islets,326,1
RelateObjects,26,Child,Cells,354,402,Islets,354,1
RelateObjects,26,Child,Cells,382,1353,Islets,382,1
RelateObjects,26,Child,Cells,370,1847,Islets,370,5
RelateObjects,26,Child,Cells,575,788,Islets,575,2
RelateObjects,26,Child,Cells,607,457,Islets,607,1
RelateObjects,26,Child,Cells,607,1448,Islets,607,5
RelateObjects,26,Child,Cells,754,412,Islets,754,3
RelateObjects,26,Child,Cells,838,956,Islets,838,2
